sexe;id_client;formation;usage_vehicule;type_vehicule;est_rouge;type_conduite;etat_dossier;formule;Année_naissance;Présence_enft_cond_accomp;Présence_enfants;Cat_revenus;Cat_valeur_res_princ;Cat_points_perdus;Cat_age_veh;Année date_demande;Cat_Tarif_devis
F;24E27364-D9C7;<High School;Private;z_SUV;yes;Highly Urban/ Urban;complet;dev_express;1965;non;non;40-60k€;_0;6_9;5_10;2022;250_500
F;223470C5-0FC9;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1942;non;non;;100-200K€;_0;0_5;2022;250_500
M;BD5E7972-0867;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1983;non;non;40-60k€;100-200K€;0_3;10_15;2022;250_500
F;BE05E76E-C294;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1981;non;non;0-20k€;100-200K€;_0;;2022;250_500
F;569496C2-689A;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;2003;non;non;0-20k€;0-100K€;_0;0_5;2022;250_500
M;F2EE0DFF-BBC7;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1973;non;non;0-20k€;100-200K€;_0;0_5;2022;250_500
F;645ADFEB-B859;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1975;non;oui;0-20k€;100-200K€;0_3;0_5;2022;250_500
M;F7333FD2-E9F4;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;1964;oui;oui;40-60k€;200-400K€;_0;10_15;2022;250_500
F;9D2F28AE-C4D0;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1965;non;oui;20-40k€;_0;_0;10_15;2022;250_500
F;18F260FC-535B;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1966;non;non;60-80k€;200-400K€;0_3;5_10;2022;250_500
M;74C8D9D0-D044;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1994;non;oui;40-60k€;100-200K€;0_3;0_5;2022;250_500
F;3AAB0C68-3793;Bachelors;Private;Pickup;no;Highly Urban/ Urban;complet;dev_express;1952;non;oui;20-40k€;_0;sup 9;0_5;2022;250_500
M;6B5092F7-F8B3;z_High School;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_express;2008;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
M;681AEC75-F62A;z_High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1955;non;oui;sup 100k€;200-400K€;_0;0_5;2022;250_500
M;19FADC3A-C627;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1964;oui;oui;60-80k€;200-400K€;3_6;5_10;2022;250_500
M;136A6314-6ADE;Masters;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;1939;non;non;sup 100k€;_0;_0;sup 15;2022;250_500
M;C11355E4-F42B;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1980;oui;oui;sup 100k€;200-400K€;_0;10_15;2022;500_750
M;CD05DA7C-A636;z_High School;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1967;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
F;1B1B7B15-6A50;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;2000;non;non;40-60k€;200-400K€;3_6;sup 15;2022;250_500
F;BEF9F6BE-D5BB;<High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_premium;1950;non;non;0-20k€;_0;0_3;5_10;2022;500_750
F;4B3FC9AB-1D54;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_premium;1976;non;non;sup 100k€;200-400K€;_0;sup 15;2022;250_500
M;EE954109-E130;z_High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;2008;non;non;20-40k€;100-200K€;0_3;0_5;2022;250_500
M;14FEA133-9A09;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1966;non;oui;80-100k€;200-400K€;_0;;2022;250_500
M;B50881E0-4B75;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_premium;1965;non;oui;40-60k€;100-200K€;_0;10_15;2022;500_750
F;310312AD-EA70;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1943;non;non;sup 100k€;200-400K€;3_6;10_15;2022;250_500
F;7C7DE89B-AF0A;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1982;non;oui;0-20k€;_0;3_6;5_10;2022;250_500
M;D1BBAE97-AE51;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2019;non;non;0-20k€;_0;0_3;10_15;2022;250_500
M;00961BC2-D3E0;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1996;oui;oui;20-40k€;_0;0_3;5_10;2022;250_500
M;4C9AA563-C109;Bachelors;Private;Van;yes;Highly Urban/ Urban;complet;dev_express;1989;non;non;sup 100k€;200-400K€;3_6;0_5;2022;250_500
F;F415AC94-5E9A;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_vip;1962;non;oui;40-60k€;100-200K€;3_6;10_15;2022;sup 750
M;FFCC0A3D-A48F;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1978;non;non;0-20k€;_0;6_9;5_10;2022;250_500
F;2B70FE8A-1B11;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1952;oui;oui;60-80k€;200-400K€;3_6;10_15;2022;250_500
M;230B67BE-C973;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1966;non;oui;60-80k€;200-400K€;_0;;2022;250_500
M;25389448-4B67;z_High School;Private;Pickup;no;z_Highly Rural/ Rural;complet;dev_premium;1973;non;oui;;;0_3;0_5;2022;250_500
M;7B94E7F1-0A47;PhD;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1968;non;non;;200-400K€;0_3;10_15;2022;250_500
F;99BDEECD-8278;Masters;Private;Pickup;yes;z_Highly Rural/ Rural;complet;dev_integral;1982;non;non;0-20k€;100-200K€;3_6;sup 15;2022;250_500
F;5A5EC983-B33B;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1995;non;oui;20-40k€;_0;3_6;;2022;250_500
M;96C3B50D-89C3;Bachelors;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_integral;1980;non;oui;;_0;_0;5_10;2022;250_500
M;C921F862-5F14;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1950;non;non;0-20k€;100-200K€;0_3;0_5;2022;250_500
F;51E1C587-A207;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1992;non;oui;20-40k€;100-200K€;_0;0_5;2022;250_500
M;69AB03E0-3BBE;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1939;non;oui;sup 100k€;200-400K€;_0;10_15;2022;250_500
F;D0743E20-B1BC;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2021;non;non;0-20k€;_0;_0;0_5;2022;250_500
M;C8056A0E-6270;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_integral;1994;non;non;60-80k€;200-400K€;3_6;10_15;2022;250_500
M;3429C425-B6BE;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1943;non;non;0-20k€;100-200K€;0_3;10_15;2022;250_500
M;BF0D1A9B-33EB;PhD;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1978;non;non;0-20k€;_0;3_6;5_10;2022;250_500
M;8264AE53-6599;z_High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_express;1987;non;non;0-20k€;0-100K€;_0;0_5;2022;250_500
F;200C32BF-AD6A;z_High School;Commercial;Panel Truck;yes;z_Highly Rural/ Rural;complet;dev_integral;1986;non;non;0-20k€;_0;_0;5_10;2022;250_500
M;B1AC9DB6-AAFF;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1968;non;non;40-60k€;100-200K€;3_6;5_10;2022;250_500
F;59ECCD64-E4CB;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1989;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
M;EBF566D5-F394;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1952;non;non;80-100k€;200-400K€;_0;5_10;2022;250_500
M;672E2D88-3151;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1934;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
M;74448553-F3C6;z_High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2001;non;oui;0-20k€;_0;0_3;0_5;2022;250_500
M;2DE96B2F-EBB6;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1998;non;non;;;_0;5_10;2022;250_500
F;E05F9084-D226;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1954;non;non;20-40k€;_0;3_6;10_15;2022;250_500
M;5B61B8D6-906A;Bachelors;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_integral;1950;non;non;60-80k€;100-200K€;_0;0_5;2022;250_500
M;5A9AB085-8813;Masters;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1932;non;non;80-100k€;_0;0_3;sup 15;2022;250_500
F;E9C7EA0A-17EA;z_High School;Commercial;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;1958;non;oui;60-80k€;100-200K€;_0;0_5;2022;250_500
F;D20BD6CC-0ABC;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1946;non;oui;60-80k€;200-400K€;0_3;0_5;2022;500_750
F;1F31CF79-9EE0;<High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;2008;non;non;40-60k€;100-200K€;_0;0_5;2022;250_500
F;DC4466F9-5B0A;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_integral;1953;non;non;60-80k€;_0;6_9;10_15;2022;250_500
M;D27B3A96-A459;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;1970;non;non;sup 100k€;sup 400K€;3_6;10_15;2022;250_500
F;0FB816B1-29FD;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1952;non;non;40-60k€;100-200K€;0_3;10_15;2022;250_500
F;57B27EC0-1C79;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2002;oui;non;sup 100k€;200-400K€;3_6;;2022;250_500
M;08FE8EB1-A656;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1983;non;non;0-20k€;100-200K€;_0;0_5;2022;250_500
F;9B046EB4-E48B;Masters;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1961;non;non;60-80k€;200-400K€;3_6;10_15;2022;250_500
M;1EEF7248-426B;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1967;non;non;20-40k€;100-200K€;0_3;sup 15;2022;250_500
F;DAE16965-A728;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1953;non;oui;40-60k€;100-200K€;_0;0_5;2022;250_500
F;2F114132-8807;<High School;Commercial;Van;no;Highly Urban/ Urban;complet;dev_express;1945;non;non;20-40k€;100-200K€;6_9;0_5;2022;250_500
F;815B9FBE-DDDA;Masters;Private;Van;yes;Highly Urban/ Urban;complet;dev_integral;2014;non;non;sup 100k€;200-400K€;_0;10_15;2022;250_500
F;D7C1F93D-EFB4;Bachelors;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_express;1974;oui;oui;sup 100k€;200-400K€;_0;0_5;2022;250_500
F;9EF11598-9D13;z_High School;Commercial;Van;no;Highly Urban/ Urban;complet;dev_express;1978;oui;oui;40-60k€;200-400K€;_0;0_5;2022;250_500
M;BF9D6887-7436;Bachelors;Commercial;Van;yes;z_Highly Rural/ Rural;complet;dev_integral;1974;oui;oui;sup 100k€;200-400K€;_0;10_15;2022;250_500
F;EE82B5EB-D8A2;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1987;non;non;sup 100k€;_0;0_3;sup 15;2022;250_500
F;316F90A4-6F61;Bachelors;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1956;non;non;40-60k€;100-200K€;0_3;10_15;2022;250_500
F;CC8F7ECB-630D;z_High School;Private;Van;no;Highly Urban/ Urban;complet;dev_express;1951;oui;oui;20-40k€;_0;_0;;2022;250_500
F;65E6A32A-6DAF;z_High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1976;oui;oui;20-40k€;_0;_0;5_10;2022;250_500
F;7BD10323-089B;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1967;non;non;40-60k€;;0_3;5_10;2022;250_500
F;23A37426-8DEF;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1970;non;non;20-40k€;_0;_0;0_5;2022;250_500
M;90276794-D4C3;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;2002;non;non;60-80k€;_0;3_6;5_10;2022;250_500
F;BDD200B3-2F51;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1998;non;non;sup 100k€;200-400K€;0_3;0_5;2022;250_500
M;5BEFF766-8AC2;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1950;non;oui;sup 100k€;200-400K€;_0;10_15;2022;250_500
M;AC90211B-888A;PhD;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1986;non;non;80-100k€;200-400K€;0_3;sup 15;2022;250_500
M;44EE6F13-26AB;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;2006;non;non;40-60k€;_0;_0;sup 15;2022;250_500
F;8FECEEAF-D37E;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2005;non;oui;80-100k€;200-400K€;_0;0_5;2022;250_500
F;C3A4F214-D90F;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1953;oui;oui;0-20k€;;3_6;0_5;2022;250_500
F;3E8E7693-BE25;<High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1986;oui;oui;40-60k€;100-200K€;3_6;0_5;2022;250_500
M;178E35A8-B431;Bachelors;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_express;1942;non;non;;200-400K€;0_3;5_10;2022;250_500
F;B565428C-D27C;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2003;non;non;40-60k€;100-200K€;_0;10_15;2022;250_500
M;EC0305CF-1FB2;<High School;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_express;1970;non;oui;80-100k€;200-400K€;0_3;0_5;2022;250_500
M;AC1DA658-88E2;<High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1957;non;non;20-40k€;_0;_0;0_5;2022;250_500
F;2A87B6C6-345F;Masters;Private;Sports Car;yes;Highly Urban/ Urban;complet;dev_integral;1965;non;oui;20-40k€;100-200K€;6_9;5_10;2022;250_500
F;2879B857-FD3A;Bachelors;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_integral;1978;non;oui;60-80k€;200-400K€;_0;5_10;2022;250_500
F;E5562A35-FC35;Masters;Commercial;Panel Truck;yes;z_Highly Rural/ Rural;complet;dev_integral;1981;non;non;80-100k€;;_0;sup 15;2022;250_500
F;2E54B2E1-8494;PhD;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2017;oui;oui;0-20k€;_0;_0;sup 15;2022;250_500
F;F5900143-8937;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1969;oui;oui;80-100k€;_0;3_6;10_15;2022;250_500
F;5B30CDBD-1428;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1977;non;oui;0-20k€;_0;3_6;5_10;2022;250_500
F;E6F79385-C086;Bachelors;Commercial;Panel Truck;yes;z_Highly Rural/ Rural;complet;dev_integral;1965;non;non;sup 100k€;200-400K€;0_3;;2022;250_500
M;91E14146-E41A;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_express;2020;non;non;sup 100k€;200-400K€;3_6;10_15;2022;250_500
M;CE14DCC8-5D12;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1947;oui;oui;;200-400K€;0_3;5_10;2022;250_500
M;1BC6AF45-4271;PhD;Private;Van;no;Highly Urban/ Urban;complet;dev_vip;1984;non;oui;sup 100k€;sup 400K€;_0;10_15;2022;sup 750
F;3C28ADEA-B80B;Masters;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1953;non;non;20-40k€;_0;0_3;5_10;2022;250_500
M;76B8F03C-1855;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1985;non;non;sup 100k€;_0;0_3;5_10;2022;250_500
F;4E8252E8-5F81;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1966;non;non;80-100k€;_0;_0;5_10;2022;250_500
M;1F96AD27-E629;Bachelors;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;2009;non;non;sup 100k€;200-400K€;_0;0_5;2022;250_500
M;03B4D7E7-06D7;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_express;2017;oui;oui;sup 100k€;200-400K€;6_9;sup 15;2022;250_500
M;F73AAEE6-40C1;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_premium;2015;non;non;60-80k€;200-400K€;_0;10_15;2022;250_500
M;397F7F22-7D9B;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2018;non;oui;40-60k€;200-400K€;_0;5_10;2022;250_500
F;B735F9B2-F47B;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_integral;1960;non;non;80-100k€;200-400K€;6_9;5_10;2022;250_500
M;1363888B-7664;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1986;non;oui;sup 100k€;200-400K€;3_6;10_15;2022;250_500
M;D4D9D93E-E72E;<High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1961;non;non;0-20k€;100-200K€;0_3;0_5;2022;250_500
M;69F32B69-7968;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1991;non;non;40-60k€;100-200K€;_0;sup 15;2022;250_500
M;F561991C-2B1F;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1951;non;non;0-20k€;100-200K€;0_3;0_5;2022;250_500
M;257CFF3D-B9E3;<High School;Private;Van;yes;Highly Urban/ Urban;complet;dev_express;1958;non;non;20-40k€;100-200K€;0_3;0_5;2022;250_500
F;D58BBA2B-5C0F;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1958;non;non;40-60k€;_0;_0;sup 15;2022;250_500
F;4927BE87-9BC1;Masters;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1977;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
M;6D1B1E1F-4FC7;z_High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;2007;non;oui;20-40k€;;0_3;5_10;2022;250_500
F;549C654F-3C76;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1983;non;non;40-60k€;100-200K€;0_3;0_5;2022;250_500
M;79AC707B-5583;z_High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1943;non;non;40-60k€;200-400K€;_0;5_10;2022;250_500
F;646A70D4-5913;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1993;non;non;80-100k€;200-400K€;0_3;10_15;2022;250_500
M;84985480-B5DA;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2003;non;non;80-100k€;_0;_0;5_10;2022;250_500
F;0F0B5393-5008;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1966;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
F;58538779-74D8;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_premium;1944;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
M;EEB4A2A8-FCF1;z_High School;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;2005;oui;oui;20-40k€;100-200K€;0_3;0_5;2022;250_500
F;FB6D0850-4FE3;Bachelors;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_express;2019;non;oui;60-80k€;200-400K€;_0;10_15;2022;250_500
M;A7222D1B-A833;Bachelors;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;2015;non;non;60-80k€;;0_3;10_15;2022;250_500
M;030578E9-0A6A;z_High School;Commercial;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;2006;non;non;0-20k€;_0;_0;10_15;2022;250_500
F;6EC27C2E-2872;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;2015;non;non;60-80k€;200-400K€;_0;5_10;2022;250_500
M;0E836176-7E71;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2014;non;non;sup 100k€;200-400K€;3_6;5_10;2022;250_500
F;9AC385D9-D69D;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2015;non;non;60-80k€;200-400K€;3_6;0_5;2022;250_500
F;EFF734DE-EC1D;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1952;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
F;9AB3E0D6-95CF;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1989;non;non;20-40k€;;_0;0_5;2022;250_500
F;F3CC11B8-A4C7;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1980;non;oui;60-80k€;200-400K€;0_3;5_10;2022;250_500
F;11D20DFF-4342;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1936;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
M;B6D3421C-733F;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1993;non;oui;40-60k€;100-200K€;_0;5_10;2022;250_500
F;6F308A6F-DC78;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1934;non;oui;20-40k€;100-200K€;_0;10_15;2022;250_500
F;419D6B98-149E;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1959;non;non;20-40k€;100-200K€;0_3;;2022;250_500
F;7E92E65D-53B1;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2009;non;non;20-40k€;_0;sup 9;0_5;2022;250_500
F;0D86BF7D-66C6;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1974;non;non;20-40k€;_0;_0;5_10;2022;250_500
M;A69F0341-3494;<High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2020;non;non;20-40k€;100-200K€;0_3;0_5;2022;250_500
M;C1A2F173-C014;Bachelors;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_integral;1953;oui;oui;0-20k€;0-100K€;_0;10_15;2022;250_500
F;E534FC9B-0FD3;<High School;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_express;1952;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
F;B5C831D2-E2DB;PhD;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1957;non;non;sup 100k€;200-400K€;3_6;sup 15;2022;250_500
F;A1A154B7-18E6;Bachelors;Commercial;Panel Truck;no;z_Highly Rural/ Rural;complet;dev_integral;1941;oui;oui;80-100k€;200-400K€;_0;;2022;250_500
M;7BEF0830-7F0B;<High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1954;non;oui;0-20k€;;0_3;5_10;2022;250_500
M;AC377FBF-F9A5;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1973;non;non;60-80k€;_0;0_3;sup 15;2022;250_500
M;CABFE424-8C0D;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1946;non;oui;60-80k€;_0;6_9;0_5;2022;250_500
F;712E4EBC-CF06;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1942;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
F;DF5C6A54-3A1A;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;2015;non;non;40-60k€;100-200K€;_0;5_10;2022;500_750
M;A77F1E0A-3536;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_express;1953;non;non;60-80k€;200-400K€;6_9;5_10;2022;250_500
M;5F0CA851-09EB;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1962;oui;oui;20-40k€;100-200K€;0_3;5_10;2022;250_500
M;BE4E8950-897D;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1957;non;non;sup 100k€;_0;3_6;sup 15;2022;250_500
M;6D1A0682-297B;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1940;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
F;759E2270-A7FE;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1960;non;non;sup 100k€;200-400K€;0_3;sup 15;2022;250_500
M;3B95C97D-8C5C;z_High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;2012;non;non;40-60k€;100-200K€;0_3;0_5;2022;250_500
F;A8827E48-6D89;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1961;non;non;60-80k€;200-400K€;0_3;0_5;2022;250_500
F;7350E349-63D8;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_premium;1951;non;non;80-100k€;200-400K€;3_6;0_5;2022;250_500
M;6E636BC0-E53E;z_High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;1934;oui;non;40-60k€;_0;_0;0_5;2022;250_500
